X,Y,id,snow.auc,snow.av,2023-07-02,2023-07-12,2023-07-18,2023-07-26
639285,7691775,4,7.00043888888889,0.311584722222222,0.961530555555556,0.199127777777778,0.0856805555555556,0
639315,7691775,5,10.7230277777778,0.435294444444444,0.988086111111111,0.511730555555556,0.241102777777778,0.000258333333333333
639285,7691745,15,0.762511111111111,0.0380638888888889,0.151330555555556,0.000308333333333333,0.000308333333333333,0.000308333333333333
639315,7691745,16,0.527055555555555,0.0263527777777778,0.105411111111111,0,0,0
639345,7691745,17,9.36641666666667,0.388509027777778,0.954772222222222,0.398075,0.201066666666667,0.000122222222222222
639375,7691745,18,4.77281944444444,0.230765972222222,0.869052777777778,0.0494777777777778,0.00453333333333333,0
639405,7691745,19,2.29334722222222,0.114667361111111,0.458669444444444,0,0,0
639255,7691715,25,3.62582222222222,0.149133333333333,0.294788888888889,0.162883333333333,0.0977888888888889,0.0410722222222222
639285,7691715,26,3.54261388888889,0.148942361111111,0.404458333333333,0.181144444444444,0.0101666666666667,0
639315,7691715,27,4.37875555555556,0.188163888888889,0.460833333333333,0.150216666666667,0.102144444444444,0.0394611111111111
639345,7691715,28,3.72236666666667,0.185638194444444,0.739216666666667,0.00293055555555556,0.000405555555555556,0
639375,7691715,29,0.0356944444444444,0.00173472222222222,0.00618888888888889,0.00025,0.00025,0.00025
639405,7691715,30,3.46558333333333,0.173279166666667,0.693116666666667,0,0,0
639435,7691715,31,5.51653333333333,0.266141666666667,1,0.0645666666666667,0,0
639465,7691715,32,6.15244166666667,0.2860125,0.999986111111111,0.144063888888889,0,0
639255,7691685,36,5.30249722222222,0.217160416666667,0.354058333333333,0.230938888888889,0.183372222222222,0.100272222222222
639285,7691685,37,4.96948055555556,0.222325694444444,0.703744444444444,0.15185,0.0337083333333333,0
639315,7691685,38,7.68323611111111,0.332434722222222,0.719411111111111,0.253586111111111,0.210175,0.146566666666667
639345,7691685,39,9.63852777777778,0.393742361111111,0.640608333333333,0.42895,0.327413888888889,0.177997222222222
