X,Y,id,doy,ndvi,ndvi.max,ndvi.max.doy,ndvi.pred,snow.auc,snow.av
639255,7691795,"7","136",0,0.304331974276628,"232",-0.00393023798205346,12.0122,0.47545625
639255,7691795,"7","142",0,0.304331974276628,"232",-0.00631335864170781,12.0122,0.47545625
639255,7691795,"7","159",0,0.304331974276628,"232",-0.011253838189793,12.0122,0.47545625
639255,7691795,"7","177",0,0.304331974276628,"232",0.00939098279652558,12.0122,0.47545625
639255,7691795,"7","189",0,0.304331974276628,"232",0.0606688920700827,12.0122,0.47545625
639255,7691795,"7","207",0.187084520417854,0.304331974276628,"232",0.19353204400812,12.0122,0.47545625
639255,7691795,"7","210",0.233362910381544,0.304331974276628,"232",0.215831657996735,12.0122,0.47545625
639255,7691795,"7","219",0.29670790522122,0.304331974276628,"232",0.271167159328778,12.0122,0.47545625
639255,7691795,"7","220",0.279528451598277,0.304331974276628,"232",0.275861437014241,12.0122,0.47545625
639255,7691795,"7","229",0.330280957336108,0.304331974276628,"232",0.302190228506175,12.0122,0.47545625
639255,7691795,"7","266",0.179421768707483,0.304331974276628,"232",0.161997828501316,12.0122,0.47545625
639255,7691795,"7","284",0.0109068245559364,0.304331974276628,"232",0.0444493799803845,12.0122,0.47545625
639255,7691795,"7","290",0,0.304331974276628,"232",0.0170018710414716,12.0122,0.47545625
639265,7691795,"8","136",0,0.314292971839177,"231",-0.00441581298842371,5.834975,0.26213125
639265,7691795,"8","142",0,0.314292971839177,"231",-0.0069724175379446,5.834975,0.26213125
639265,7691795,"8","159",0,0.314292971839177,"231",-0.011817933520217,5.834975,0.26213125
639265,7691795,"8","177",0,0.314292971839177,"231",0.0124040619125177,5.834975,0.26213125
639265,7691795,"8","189",0,0.314292971839177,"231",0.0697831971548831,5.834975,0.26213125
639265,7691795,"8","207",0.213888888888889,0.314292971839177,"231",0.212252301271409,5.834975,0.26213125
639265,7691795,"8","210",0.264577893820714,0.314292971839177,"231",0.234803117387171,5.834975,0.26213125
639265,7691795,"8","219",0.313248039620305,0.314292971839177,"231",0.287679945106079,5.834975,0.26213125
639265,7691795,"8","220",0.29760348583878,0.314292971839177,"231",0.291894530180895,5.834975,0.26213125
639265,7691795,"8","229",0.327514546965919,0.314292971839177,"231",0.313443465822618,5.834975,0.26213125
639265,7691795,"8","266",0.186988457502623,0.314292971839177,"231",0.16388905444775,5.834975,0.26213125
639265,7691795,"8","284",0,0.314292971839177,"231",0.0425885431019454,5.834975,0.26213125
639265,7691795,"8","290",0.00267094017094017,0.314292971839177,"231",0.0147705320575513,5.834975,0.26213125
639255,7691785,"39","136",0,0.250291671968506,"231",-0.00366948990397033,5,0.25
639255,7691785,"39","142",0,0.250291671968506,"231",-0.00564885604988662,5,0.25
639255,7691785,"39","159",0,0.250291671968506,"231",-0.00882896365473017,5,0.25
639255,7691785,"39","177",0,0.250291671968506,"231",0.0125311346402818,5,0.25
639255,7691785,"39","189",0.00568927789934354,0.250291671968506,"231",0.0599316279863294,5,0.25
639255,7691785,"39","207",0.194431108977436,0.250291671968506,"231",0.172646646101459,5,0.25
639255,7691785,"39","210",0.201430274135876,0.250291671968506,"231",0.189871701011834,5,0.25
639255,7691785,"39","219",0.225251076040172,0.250291671968506,"231",0.230128831002088,5,0.25
639255,7691785,"39","220",0.244064577397911,0.250291671968506,"231",0.233383647920614,5,0.25
639255,7691785,"39","229",0.277471869762988,0.250291671968506,"231",0.249919838757118,5,0.25
639255,7691785,"39","266",0.129855205699839,0.250291671968506,"231",0.121937738002735,5,0.25
639255,7691785,"39","284",0.0030060120240481,0.250291671968506,"231",0.0300469676814945,5,0.25
639255,7691785,"39","290",0,0.250291671968506,"231",0.009468332637631,5,0.25
639265,7691785,"40","136",0,0.232487749057577,"231",-0.00345536136581131,5.0026,0.25008125
639265,7691785,"40","142",0,0.232487749057577,"231",-0.00497299587248583,5.0026,0.25008125
639265,7691785,"40","159",0,0.232487749057577,"231",-0.00594835881088549,5.0026,0.25008125
639265,7691785,"40","177",0,0.232487749057577,"231",0.017103900927722,5.0026,0.25008125
639265,7691785,"40","189",0.0313976104473465,0.232487749057577,"231",0.0610683129568955,5.0026,0.25008125
639265,7691785,"40","207",0.156797726196116,0.232487749057577,"231",0.159138846150998,5.0026,0.25008125
639265,7691785,"40","210",0.180678123548537,0.232487749057577,"231",0.174823753584895,5.0026,0.25008125
639265,7691785,"40","219",0.239410681399632,0.232487749057577,"231",0.212897400697084,5.0026,0.25008125
639265,7691785,"40","220",0.211645101663586,0.232487749057577,"231",0.216011596859993,5.0026,0.25008125
639265,7691785,"40","229",0.254345837145471,0.232487749057577,"231",0.231999371977134,5.0026,0.25008125
639265,7691785,"40","266",0.124971853186219,0.232487749057577,"231",0.114864192132022,5.0026,0.25008125
639265,7691785,"40","284",0,0.232487749057577,"231",0.0278448214693956,5.0026,0.25008125
639265,7691785,"40","290",0,0.232487749057577,"231",0.00833895279126286,5.0026,0.25008125
639275,7691785,"41","136",0,0.244699708002813,"231",-0.00356661778323849,5.139,0.25434375
639275,7691785,"41","142",0,0.244699708002813,"231",-0.00559063369209392,5.139,0.25434375
639275,7691785,"41","159",0,0.244699708002813,"231",-0.00926559770021927,5.139,0.25434375
639275,7691785,"41","177",0,0.244699708002813,"231",0.0106457439332907,5.139,0.25434375
639275,7691785,"41","189",0,0.244699708002813,"231",0.0569112012598043,5.139,0.25434375
639275,7691785,"41","207",0.171717171717172,0.244699708002813,"231",0.16967789889303,5.139,0.25434375
639275,7691785,"41","210",0.219360568383659,0.244699708002813,"231",0.187039948765111,5.139,0.25434375
639275,7691785,"41","219",0.217043941411451,0.244699708002813,"231",0.226575672352276,5.139,0.25434375
639275,7691785,"41","220",0.263250494831757,0.244699708002813,"231",0.229637340079461,5.139,0.25434375
639275,7691785,"41","229",0.247546346782988,0.244699708002813,"231",0.244383642772488,5.139,0.25434375
