X,Y,id,doy,ndvi,ndvi.max,ndvi.max.doy,ndvi.pred,snow.auc,snow.av
314985,6763625,"64","132",0,0.466356696450021,"215",-0.0195658088423292,0,0
314985,6763625,"64","149",0,0.466356696450021,"215",0.032868653247592,0,0
314985,6763625,"64","159",0,0.466356696450021,"215",0.0944225415865005,0,0
314985,6763625,"64","189",0.416493416493416,0.466356696450021,"215",0.360458432893194,0,0
314985,6763625,"64","202",0.474247491638796,0.466356696450021,"215",0.439148438263837,0,0
314985,6763625,"64","207",0.463687150837989,0.466356696450021,"215",0.455913951722915,0,0
314985,6763625,"64","224",0.480252240292068,0.466356696450021,"215",0.454932196254673,0,0
314985,6763625,"64","259",0.274418604651163,0.466356696450021,"215",0.235044074895991,0,0
314985,6763625,"64","267",0.259393063583815,0.466356696450021,"215",0.165210435025567,0,0
314985,6763625,"64","272",0,0.466356696450021,"215",0.123176271387348,0,0
314985,6763625,"64","279",0,0.466356696450021,"215",0.0726947849739095,0,0
314975,6763615,"111","132",0,0.449395114161592,"215",-0.0187858112328069,0,0
314975,6763615,"111","149",0,0.449395114161592,"215",0.0323715163667641,0,0
314975,6763615,"111","159",0,0.449395114161592,"215",0.0922668684596509,0,0
314975,6763615,"111","189",0.411267605633803,0.449395114161592,"215",0.349286602172111,0,0
314975,6763615,"111","202",0.455551712210308,0.449395114161592,"215",0.423787457822936,0,0
314975,6763615,"111","207",0.445548130756727,0.449395114161592,"215",0.43952203111211,0,0
314975,6763615,"111","224",0.454295532646048,0.449395114161592,"215",0.43917353317734,0,0
314975,6763615,"111","259",0.288284979801689,0.449395114161592,"215",0.234553170004832,0,0
314975,6763615,"111","267",0.259549096329421,0.449395114161592,"215",0.166575827431141,0,0
314975,6763615,"111","272",0,0.449395114161592,"215",0.125185388535728,0,0
314975,6763615,"111","279",0,0.449395114161592,"215",0.0752040010469086,0,0
314985,6763615,"112","132",0,0.459955743985089,"216",-0.0192974615477479,0,0
314985,6763615,"112","149",0,0.459955743985089,"216",0.0318946964657583,0,0
314985,6763615,"112","159",0,0.459955743985089,"216",0.092092692208622,0,0
