X,Y,id,doy,ndvi,ndvi.max,ndvi.max.doy,ndvi.pred,snow.auc,snow.av
639285,7691775,"4","96",0,,,,7.00043888888889,0.311584722222222
639285,7691775,"4","121",0,,,,7.00043888888889,0.311584722222222
639285,7691775,"4","136",0,0.544278164943845,"227",-0.0133767819258421,7.00043888888889,0.311584722222222
639285,7691775,"4","142",0,0.544278164943845,"227",-0.0162367456764735,7.00043888888889,0.311584722222222
639285,7691775,"4","159",0,0.544278164943845,"227",-0.00907996621152242,7.00043888888889,0.311584722222222
639285,7691775,"4","177",0,0.544278164943845,"227",0.0707216722961649,7.00043888888889,0.311584722222222
639285,7691775,"4","189",0.0707803992740472,0.544278164943845,"227",0.195371443890551,7.00043888888889,0.311584722222222
639285,7691775,"4","207",0.507496592457974,0.544278164943845,"227",0.43468329890325,7.00043888888889,0.311584722222222
639285,7691775,"4","210",0.544844928751048,0.544278164943845,"227",0.466017066579374,7.00043888888889,0.311584722222222
639285,7691775,"4","219",0.543704891740176,0.544278164943845,"227",0.528390433991385,7.00043888888889,0.311584722222222
639285,7691775,"4","220",0.558316633266533,0.544278164943845,"227",0.532354967836521,7.00043888888889,0.311584722222222
639285,7691775,"4","291",0,0.544278164943845,"227",0.0639232548952933,7.00043888888889,0.311584722222222
639285,7691775,"4","330",0,,,,7.00043888888889,0.311584722222222
639285,7691775,"4","332",0,,,,7.00043888888889,0.311584722222222
639285,7691775,"4","345",0,,,,7.00043888888889,0.311584722222222
639285,7691775,"4","130",,0.544278164943845,"227",-0.0102312640916391,7.00043888888889,0.311584722222222
639285,7691775,"4","131",,0.544278164943845,"227",-0.0107533658001043,7.00043888888889,0.311584722222222
639285,7691775,"4","132",,0.544278164943845,"227",-0.0112779989179525,7.00043888888889,0.311584722222222
639285,7691775,"4","133",,0.544278164943845,"227",-0.0118039102673171,7.00043888888889,0.311584722222222
639285,7691775,"4","134",,0.544278164943845,"227",-0.0123298466703314,7.00043888888889,0.311584722222222
639285,7691775,"4","135",,0.544278164943845,"227",-0.0128545549491286,7.00043888888889,0.311584722222222
639285,7691775,"4","137",,0.544278164943845,"227",-0.0138945748262841,7.00043888888889,0.311584722222222
639285,7691775,"4","138",,0.544278164943845,"227",-0.0144031824909824,7.00043888888889,0.311584722222222
639285,7691775,"4","139",,0.544278164943845,"227",-0.0148971541641438,7.00043888888889,0.311584722222222
639285,7691775,"4","140",,0.544278164943845,"227",-0.0153710390899749,7.00043888888889,0.311584722222222
639285,7691775,"4","141",,0.544278164943845,"227",-0.0158193865126826,7.00043888888889,0.311584722222222
639285,7691775,"4","143",,0.544278164943845,"227",-0.0166168050685278,7.00043888888889,0.311584722222222
639285,7691775,"4","144",,0.544278164943845,"227",-0.0169498101479196,7.00043888888889,0.311584722222222
639285,7691775,"4","145",,0.544278164943845,"227",-0.0172251456166961,7.00043888888889,0.311584722222222
639285,7691775,"4","146",,0.544278164943845,"227",-0.0174321961769048,7.00043888888889,0.311584722222222
639285,7691775,"4","147",,0.544278164943845,"227",-0.0175603465305931,7.00043888888889,0.311584722222222
639285,7691775,"4","148",,0.544278164943845,"227",-0.0175989813798085,7.00043888888889,0.311584722222222
639285,7691775,"4","149",,0.544278164943845,"227",-0.0175374854265984,7.00043888888889,0.311584722222222
639285,7691775,"4","150",,0.544278164943845,"227",-0.0173652433730101,7.00043888888889,0.311584722222222
639285,7691775,"4","151",,0.544278164943845,"227",-0.017071639921091,7.00043888888889,0.311584722222222
639285,7691775,"4","152",,0.544278164943845,"227",-0.0166460597728887,7.00043888888889,0.311584722222222
639285,7691775,"4","153",,0.544278164943845,"227",-0.0160778876304505,7.00043888888889,0.311584722222222
639285,7691775,"4","154",,0.544278164943845,"227",-0.0153565081958238,7.00043888888889,0.311584722222222
639285,7691775,"4","155",,0.544278164943845,"227",-0.014471306171056,7.00043888888889,0.311584722222222
639285,7691775,"4","156",,0.544278164943845,"227",-0.0134116662581946,7.00043888888889,0.311584722222222
639285,7691775,"4","157",,0.544278164943845,"227",-0.0121669731592869,7.00043888888889,0.311584722222222
639285,7691775,"4","158",,0.544278164943845,"227",-0.0107266115763804,7.00043888888889,0.311584722222222
639285,7691775,"4","160",,0.544278164943845,"227",-0.00721594404804295,7.00043888888889,0.311584722222222
639285,7691775,"4","161",,0.544278164943845,"227",-0.00512154119440172,7.00043888888889,0.311584722222222
639285,7691775,"4","162",,0.544278164943845,"227",-0.00278327604034104,7.00043888888889,0.311584722222222
639285,7691775,"4","163",,0.544278164943845,"227",-0.000187666975603154,7.00043888888889,0.311584722222222
639285,7691775,"4","164",,0.544278164943845,"227",0.00267876761006967,7.00043888888889,0.311584722222222
639285,7691775,"4","165",,0.544278164943845,"227",0.00582950932693517,7.00043888888889,0.311584722222222
639285,7691775,"4","166",,0.544278164943845,"227",0.00927803978525108,7.00043888888889,0.311584722222222
639285,7691775,"4","167",,0.544278164943845,"227",0.0130378405952751,7.00043888888889,0.311584722222222
639285,7691775,"4","168",,0.544278164943845,"227",0.0171223933672651,7.00043888888889,0.311584722222222
639285,7691775,"4","169",,0.544278164943845,"227",0.0215451797114786,7.00043888888889,0.311584722222222
639285,7691775,"4","170",,0.544278164943845,"227",0.0263196812381735,7.00043888888889,0.311584722222222
639285,7691775,"4","171",,0.544278164943845,"227",0.0314593795576075,7.00043888888889,0.311584722222222
639285,7691775,"4","172",,0.544278164943845,"227",0.0369777562800382,7.00043888888889,0.311584722222222
639285,7691775,"4","173",,0.544278164943845,"227",0.0428882930157235,7.00043888888889,0.311584722222222
639285,7691775,"4","174",,0.544278164943845,"227",0.0492044713749211,7.00043888888889,0.311584722222222
639285,7691775,"4","175",,0.544278164943845,"227",0.0559397729678887,7.00043888888889,0.311584722222222
639285,7691775,"4","176",,0.544278164943845,"227",0.063107679404884,7.00043888888889,0.311584722222222
639285,7691775,"4","178",,0.544278164943845,"227",0.0787915178627128,7.00043888888889,0.311584722222222
639285,7691775,"4","179",,0.544278164943845,"227",0.0873121207684052,7.00043888888889,0.311584722222222
639285,7691775,"4","180",,0.544278164943845,"227",0.0962746702878433,7.00043888888889,0.311584722222222
639285,7691775,"4","181",,0.544278164943845,"227",0.105670355695629,7.00043888888889,0.311584722222222
639285,7691775,"4","182",,0.544278164943845,"227",0.115490366266362,7.00043888888889,0.311584722222222
639285,7691775,"4","183",,0.544278164943845,"227",0.125725891274645,7.00043888888889,0.311584722222222
639285,7691775,"4","184",,0.544278164943845,"227",0.136368119995078,7.00043888888889,0.311584722222222
639285,7691775,"4","185",,0.544278164943845,"227",0.147408241702264,7.00043888888889,0.311584722222222
639285,7691775,"4","186",,0.544278164943845,"227",0.158837445670803,7.00043888888889,0.311584722222222
639285,7691775,"4","187",,0.544278164943845,"227",0.170646921175296,7.00043888888889,0.311584722222222
639285,7691775,"4","188",,0.544278164943845,"227",0.182827857490345,7.00043888888889,0.311584722222222
639285,7691775,"4","190",,0.544278164943845,"227",0.208262278148835,7.00043888888889,0.311584722222222
639285,7691775,"4","191",,0.544278164943845,"227",0.221458592031399,7.00043888888889,0.311584722222222
639285,7691775,"4","192",,0.544278164943845,"227",0.234912025802762,7.00043888888889,0.311584722222222
639285,7691775,"4","193",,0.544278164943845,"227",0.248574219727445,7.00043888888889,0.311584722222222
639285,7691775,"4","194",,0.544278164943845,"227",0.262396814069969,7.00043888888889,0.311584722222222
639285,7691775,"4","195",,0.544278164943845,"227",0.276331449094855,7.00043888888889,0.311584722222222
639285,7691775,"4","196",,0.544278164943845,"227",0.290329765066624,7.00043888888889,0.311584722222222
639285,7691775,"4","197",,0.544278164943845,"227",0.304343402249796,7.00043888888889,0.311584722222222
639285,7691775,"4","198",,0.544278164943845,"227",0.318324000908892,7.00043888888889,0.311584722222222
639285,7691775,"4","199",,0.544278164943845,"227",0.332223201308433,7.00043888888889,0.311584722222222
639285,7691775,"4","200",,0.544278164943845,"227",0.345992643712939,7.00043888888889,0.311584722222222
639285,7691775,"4","201",,0.544278164943845,"227",0.359583968386931,7.00043888888889,0.311584722222222
639285,7691775,"4","202",,0.544278164943845,"227",0.37294881559493,7.00043888888889,0.311584722222222
639285,7691775,"4","203",,0.544278164943845,"227",0.386038825601456,7.00043888888889,0.311584722222222
639285,7691775,"4","204",,0.544278164943845,"227",0.39880563867103,7.00043888888889,0.311584722222222
639285,7691775,"4","205",,0.544278164943845,"227",0.411200895068174,7.00043888888889,0.311584722222222
639285,7691775,"4","206",,0.544278164943845,"227",0.423176235057407,7.00043888888889,0.311584722222222
639285,7691775,"4","208",,0.544278164943845,"227",0.445677646512955,7.00043888888889,0.311584722222222
639285,7691775,"4","209",,0.544278164943845,"227",0.456130516364695,7.00043888888889,0.311584722222222
639285,7691775,"4","211",,0.544278164943845,"227",0.475316539927002,7.00043888888889,0.311584722222222
639285,7691775,"4","212",,0.544278164943845,"227",0.484024517774016,7.00043888888889,0.311584722222222
639285,7691775,"4","213",,0.544278164943845,"227",0.492140666135955,7.00043888888889,0.311584722222222
639285,7691775,"4","214",,0.544278164943845,"227",0.499664651028363,7.00043888888889,0.311584722222222
639285,7691775,"4","215",,0.544278164943845,"227",0.506596138466781,7.00043888888889,0.311584722222222
639285,7691775,"4","216",,0.544278164943845,"227",0.51293479446675,7.00043888888889,0.311584722222222
639285,7691775,"4","217",,0.544278164943845,"227",0.518680285043813,7.00043888888889,0.311584722222222
639285,7691775,"4","218",,0.544278164943845,"227",0.52383227621351,7.00043888888889,0.311584722222222
639285,7691775,"4","221",,0.544278164943845,"227",0.535729900357908,7.00043888888889,0.311584722222222
639285,7691775,"4","222",,0.544278164943845,"227",0.538526355111005,7.00043888888889,0.311584722222222
639285,7691775,"4","223",,0.544278164943845,"227",0.540757095027005,7.00043888888889,0.311584722222222
639285,7691775,"4","224",,0.544278164943845,"227",0.542434883037097,7.00043888888889,0.311584722222222
639285,7691775,"4","225",,0.544278164943845,"227",0.543572482072473,7.00043888888889,0.311584722222222
639285,7691775,"4","226",,0.544278164943845,"227",0.544182655064326,7.00043888888889,0.311584722222222
639285,7691775,"4","227",,0.544278164943845,"227",0.544278164943845,7.00043888888889,0.311584722222222
639285,7691775,"4","228",,0.544278164943845,"227",0.543871774642223,7.00043888888889,0.311584722222222
639285,7691775,"4","229",,0.544278164943845,"227",0.54297624709065,7.00043888888889,0.311584722222222
639285,7691775,"4","230",,0.544278164943845,"227",0.541604345220318,7.00043888888889,0.311584722222222
639285,7691775,"4","231",,0.544278164943845,"227",0.539768831962419,7.00043888888889,0.311584722222222
639285,7691775,"4","232",,0.544278164943845,"227",0.537482470248143,7.00043888888889,0.311584722222222
639285,7691775,"4","233",,0.544278164943845,"227",0.534758023008682,7.00043888888889,0.311584722222222
639285,7691775,"4","234",,0.544278164943845,"227",0.531608253175228,7.00043888888889,0.311584722222222
639285,7691775,"4","235",,0.544278164943845,"227",0.528045923678971,7.00043888888889,0.311584722222222
639285,7691775,"4","236",,0.544278164943845,"227",0.524083797451103,7.00043888888889,0.311584722222222
639285,7691775,"4","237",,0.544278164943845,"227",0.519734637422815,7.00043888888889,0.311584722222222
639285,7691775,"4","238",,0.544278164943845,"227",0.515011206525298,7.00043888888889,0.311584722222222
639285,7691775,"4","239",,0.544278164943845,"227",0.509926267689745,7.00043888888889,0.311584722222222
639285,7691775,"4","240",,0.544278164943845,"227",0.504492583847346,7.00043888888889,0.311584722222222
639285,7691775,"4","241",,0.544278164943845,"227",0.498722917929292,7.00043888888889,0.311584722222222
639285,7691775,"4","242",,0.544278164943845,"227",0.492630032866775,7.00043888888889,0.311584722222222
639285,7691775,"4","243",,0.544278164943845,"227",0.486226691590986,7.00043888888889,0.311584722222222
639285,7691775,"4","244",,0.544278164943845,"227",0.479525657033117,7.00043888888889,0.311584722222222
639285,7691775,"4","245",,0.544278164943845,"227",0.472539692124358,7.00043888888889,0.311584722222222
639285,7691775,"4","246",,0.544278164943845,"227",0.465281559795902,7.00043888888889,0.311584722222222
639285,7691775,"4","247",,0.544278164943845,"227",0.457764022978939,7.00043888888889,0.311584722222222
639285,7691775,"4","248",,0.544278164943845,"227",0.44999984460466,7.00043888888889,0.311584722222222
639285,7691775,"4","249",,0.544278164943845,"227",0.442001787604258,7.00043888888889,0.311584722222222
639285,7691775,"4","250",,0.544278164943845,"227",0.433782614908923,7.00043888888889,0.311584722222222
639285,7691775,"4","251",,0.544278164943845,"227",0.425355089449847,7.00043888888889,0.311584722222222
639285,7691775,"4","252",,0.544278164943845,"227",0.416731974158221,7.00043888888889,0.311584722222222
639285,7691775,"4","253",,0.544278164943845,"227",0.407926031965236,7.00043888888889,0.311584722222222
639285,7691775,"4","254",,0.544278164943845,"227",0.398950025802084,7.00043888888889,0.311584722222222
639285,7691775,"4","255",,0.544278164943845,"227",0.389816718599956,7.00043888888889,0.311584722222222
639285,7691775,"4","256",,0.544278164943845,"227",0.380538873290043,7.00043888888889,0.311584722222222
639285,7691775,"4","257",,0.544278164943845,"227",0.371129252803537,7.00043888888889,0.311584722222222
639285,7691775,"4","258",,0.544278164943845,"227",0.361600620071629,7.00043888888889,0.311584722222222
639285,7691775,"4","259",,0.544278164943845,"227",0.351965738025509,7.00043888888889,0.311584722222222
639285,7691775,"4","260",,0.544278164943845,"227",0.342237369596371,7.00043888888889,0.311584722222222
